seat_allotment,phase,ac_no,ac,district,candidate,party,votes
FF,1,75,Koil,Aligarh,RAM KUMAR SHARMA,BSP,37909
FF,1,75,Koil,Aligarh,ZAMEER ULLAH KHAN,Independent,10912
FF,1,75,Koil,Aligarh,None of the Above,None of the Above,1580
FF,1,75,Koil,Aligarh,MAMTA TIWARI,Independent,473
FF,1,75,Koil,Aligarh,PARVEZ KHAN,others,463
FF,1,75,Koil,Aligarh,LALIT SARASWAT,Independent,463
FF,1,75,Koil,Aligarh,ASHOK KUMAR PANDEY,others,442
FF,1,75,Koil,Aligarh,TULSI GAUD,Independent,423
FF,1,75,Koil,Aligarh,THAKUR SOMVEER SINGH,others,266
FF,1,75,Koil,Aligarh,RAJIV KUMAR SINGH,others,213
FF,1,75,Koil,Aligarh,RAMDUTT,others,155
SP,1,76,Aligarh,Aligarh,SANJEEV RAJA,BJP+,113752
SP,1,76,Aligarh,Aligarh,ZAFAR ALAM,SP,98312
SP,1,76,Aligarh,Aligarh,MOHD ARIF,BSP,25704
SP,1,76,Aligarh,Aligarh,RAJKUMAR,others,3325
SP,1,76,Aligarh,Aligarh,None of the Above,None of the Above,1375
SP,1,76,Aligarh,Aligarh,LAV KUMAR BANSAL,RLD,948
SP,1,76,Aligarh,Aligarh,SANJEEV KUMAR,Independent,677
SP,1,76,Aligarh,Aligarh,ATUL GOSWAMI,others,616
SP,1,76,Aligarh,Aligarh,DR. L.B DAYASHANKAR,Independent,517
SP,1,76,Aligarh,Aligarh,KASHAV DEV,Independent,343
SP,1,76,Aligarh,Aligarh,GULZAR AHMAD,others,292
SP,1,76,Aligarh,Aligarh,PREM PAL,others,253
INC,1,77,Iglas (SC),Aligarh,RAJVEER DILER,BJP+,128000
INC,1,77,Iglas (SC),Aligarh,RAJENDRA KUMAR,BSP,53200
INC,1,77,Iglas (SC),Aligarh,SULEKHA SINGH,RLD,28141
INC,1,77,Iglas (SC),Aligarh,GUROOVINDAR SINGH,INC,20934
INC,1,77,Iglas (SC),Aligarh,PREM SINGH,Independent,1165
INC,1,77,Iglas (SC),Aligarh,None of the Above,None of the Above,1122
INC,1,77,Iglas (SC),Aligarh,VIJAY KUMAR,Independent,1059
INC,1,78,Hathras (SC),Hathras,HARI SHANKAR MAHOR,BJP+,133840
INC,1,78,Hathras (SC),Hathras,BRAJ MOHAN RAHI,BSP,63179
INC,1,78,Hathras (SC),Hathras,RAJESH RAJ JEEVAN,INC,27301
INC,1,78,Hathras (SC),Hathras,NEKSE LAL,others,5349
INC,1,78,Hathras (SC),Hathras,GENDA LAL CHAUDHARY,RLD,3616
INC,1,78,Hathras (SC),Hathras,None of the Above,None of the Above,1256
INC,1,78,Hathras (SC),Hathras,RAJARAM,others,1039
INC,1,78,Hathras (SC),Hathras,HAR SWROOP MAHAUR,Independent,712
INC,1,78,Hathras (SC),Hathras,CHATAULE MUNSHIRAM NEKRAM,Independent,511
INC,1,78,Hathras (SC),Hathras,VIJENDRA SINGH,Independent,501
INC,1,78,Hathras (SC),Hathras,VIJAY,others,361
INC,1,78,Hathras (SC),Hathras,PINTU,others,322
INC,1,78,Hathras (SC),Hathras,NETRAPAL SINGH,others,310
INC,1,78,Hathras (SC),Hathras,SAHAB SINGH,others,257
SP,1,79,Sadabad,Hathras,RAMVEER UPADHYAY,BSP,91385
SP,1,79,Sadabad,Hathras,DR ANIL CHAUDHARY,RLD,64775
SP,1,79,Sadabad,Hathras,PRITEE CHAUDHARY,BJP+,36134
SP,1,79,Sadabad,Hathras,DEVENDRA AGRAWAL,SP,28980
SP,1,79,Sadabad,Hathras,None of the Above,None of the Above,1103
SP,1,79,Sadabad,Hathras,KUSUMLATA SHARMA,others,937
SP,1,79,Sadabad,Hathras,YATENDRA SINGH,Independent,934
SP,1,79,Sadabad,Hathras,SUBHASH CHANDRA,Independent,575
SP,1,79,Sadabad,Hathras,RAMESHAR,Independent,488
SP,1,79,Sadabad,Hathras,PREM CHANDRA OJHA ALIAS SUBHASH,Independent,476
SP,1,79,Sadabad,Hathras,KUSUMA,Independent,238
SP,1,79,Sadabad,Hathras,KRISHNA KUMAR SHARMA,Independent,158
SP,1,79,Sadabad,Hathras,KAILASH SINGH,Independent,153
SP,1,79,Sadabad,Hathras,NEETU SHARMA,others,137
SP,1,79,Sadabad,Hathras,ANIL KUMAR,Independent,110
SP,1,80,Sikandra rao,Hathras,BIRENDRA SINGH RANA,BJP+,76129
SP,1,80,Sikandra rao,Hathras,BANI SINGH BAGHEL,BSP,61357
SP,1,80,Sikandra rao,Hathras,YASHPAL SINGH CHAUHAN,SP,59740
SP,1,80,Sikandra rao,Hathras,RAKESH SINGH RANA,Independent,7222
SP,1,80,Sikandra rao,Hathras,AMAR SINGH YADAV,Independent,4876
SP,1,80,Sikandra rao,Hathras,None of the Above,None of the Above,1426
SP,1,80,Sikandra rao,Hathras,KRAPAL SINGH SENGAR,others,1094
SP,1,80,Sikandra rao,Hathras,SHRI CHANDRA,Independent,1086
SP,1,80,Sikandra rao,Hathras,RAKESH S/O KUMARPAL,Independent,710
SP,1,80,Sikandra rao,Hathras,RAJ SHEKHAR SENGAR,Independent,704
SP,1,80,Sikandra rao,Hathras,CHANDRESH KUMAR,others,521
SP,1,80,Sikandra rao,Hathras,DHARAMVEER,Independent,355
SP,1,80,Sikandra rao,Hathras,RAKESH S/O SHYAMLAL,Independent,320
SP,1,80,Sikandra rao,Hathras,CHANDA GUPTA,others,314
SP,1,80,Sikandra rao,Hathras,MANOJ,Independent,262
SP,1,80,Sikandra rao,Hathras,PREMPAL SINGH,Independent,128
DNC,1,81,Chhata,Mathura,LAXMI NARAYAN,BJP+,117537
DNC,1,81,Chhata,Mathura,ATUL SINGH,Independent,53699
DNC,1,81,Chhata,Mathura,MANOJ PATHAK,BSP,41290
DNC,1,81,Chhata,Mathura,RISHI RAJ,RLD,9801
DNC,1,81,Chhata,Mathura,DEEPAK PANDEY,Independent,1471
DNC,1,81,Chhata,Mathura,None of the Above,None of the Above,1224
DNC,1,81,Chhata,Mathura,KULBHANU KUMAR,others,1171
DNC,1,81,Chhata,Mathura,MAHESH SINGH KUNTAL,Independent,634
DNC,1,81,Chhata,Mathura,RAJU,Independent,495
INC,1,82,Mant,Mathura,SHYAM SUNDER SHARMA,BSP,65862
INC,1,82,Mant,Mathura,YOGESH CHAUDHARY,RLD,65430
INC,1,82,Mant,Mathura,SATISH KUMAR SHARMA,BJP+,59871
INC,1,82,Mant,Mathura,JAGDISH SINGH,INC,13270
INC,1,82,Mant,Mathura,LALIT KUMAR,Independent,2203
INC,1,82,Mant,Mathura,None of the Above,None of the Above,1253
INC,1,82,Mant,Mathura,VISHNU KUMAR SHARMA,Independent,715
INC,1,82,Mant,Mathura,SUBHASH CHAUDHARY,Independent,628
INC,1,82,Mant,Mathura,CHANDAN SINGH DHANGAR,others,590
INC,1,82,Mant,Mathura,RAM SWAROOP,Independent,245
INC,1,82,Mant,Mathura,MUKESH KUMAR,others,232
INC,1,82,Mant,Mathura,YOGESH KUMAR,Independent,152
INC,1,82,Mant,Mathura,DARMENDRA KUMAR,Independent,146
INC,1,83,Goverdhan,Mathura,KARINDA SINGH,BJP+,93538
INC,1,83,Goverdhan,Mathura,RAJ KUMAR RAWAT,BSP,60529
INC,1,83,Goverdhan,Mathura,KR. NARENDRA SINGH,RLD,40999
INC,1,83,Goverdhan,Mathura,RANVIR PANDAV,INC,5943
INC,1,83,Goverdhan,Mathura,None of the Above,None of the Above,1398
INC,1,83,Goverdhan,Mathura,PURUSHOTTAN,others,944
INC,1,83,Goverdhan,Mathura,NARENDRA KUMAR,Independent,785
INC,1,83,Goverdhan,Mathura,SATISH KUMAR,Independent,679
INC,1,83,Goverdhan,Mathura,AVADHESH SHARMA,others,627
INC,1,83,Goverdhan,Mathura,RAKESH KUMAR KAUSHIK,others,617
INC,1,83,Goverdhan,Mathura,SANTOSH,others,567
INC,1,83,Goverdhan,Mathura,POORAN,Independent,266
INC,1,83,Goverdhan,Mathura,BRAJ KISHOR,others,180
INC,1,84,Mathura,Mathura,SHRIKANT SHARMA,BJP+,143361
INC,1,84,Mathura,Mathura,PRADEEP MATHUR,INC,42200
INC,1,84,Mathura,Mathura,YOGESH KUMAR,BSP,31168
INC,1,84,Mathura,Mathura,ASHOK AGRAWAL,RLD,29080
INC,1,84,Mathura,Mathura,GIREEJA SINGH @ GIRRAJ SINGH,others,1436
INC,1,84,Mathura,Mathura,GAFFAR ABBAS,others,1263
INC,1,84,Mathura,Mathura,None of the Above,None of the Above,1235
INC,1,84,Mathura,Mathura,ANUP AGRAWAL,others,715
INC,1,84,Mathura,Mathura,MUKESH,Independent,710
INC,1,84,Mathura,Mathura,SURESH CHANDRA BAGHEL,Independent,662
INC,1,84,Mathura,Mathura,PHAKKAD BABA,Independent,371
INC,1,84,Mathura,Mathura,PRAMOD KRISHNA,Independent,356
INC,1,84,Mathura,Mathura,ANKIT CHATURVEDI,others,263
INC,1,84,Mathura,Mathura,AVINESH KUMAR SINGH,others,251
FF,1,85,Baldev (SC),Mathura,POORAN PRAKASH,BJP+,88411
FF,1,85,Baldev (SC),Mathura,NIRANJAN SINGH DHANGAR,RLD,75203
FF,1,85,Baldev (SC),Mathura,PREMCHAND,BSP,53539
FF,1,85,Baldev (SC),Mathura,RANVIR,SP,8893
FF,1,85,Baldev (SC),Mathura,None of the Above,None of the Above,1601
FF,1,85,Baldev (SC),Mathura,VINESH KUMAR,INC,840
FF,1,85,Baldev (SC),Mathura,BHUP SINGH,Independent,706
FF,1,85,Baldev (SC),Mathura,NIRANJAN SINGH,Independent,692
FF,1,85,Baldev (SC),Mathura,BHAWARPAL SINGH,Independent,589
FF,1,85,Baldev (SC),Mathura,BRIJENDRA KUMAR POEIA,Independent,588
FF,1,85,Baldev (SC),Mathura,CHANDRABHAN,others,413
FF,1,85,Baldev (SC),Mathura,CHANDRAPAL,Independent,295
SP,1,86,Etmadpur,Agra,RAM PRATAP SINGH,BJP+,137381
SP,1,86,Etmadpur,Agra,DR. DHARMPAL SINGH,BSP,90126
SP,1,86,Etmadpur,Agra,RAJBETI,SP,43925
SP,1,86,Etmadpur,Agra,NARENDRA BAGHEL,RLD,3496
SP,1,86,Etmadpur,Agra,RAJESH KUMAR KASHYAP,others,2213
SP,1,86,Etmadpur,Agra,None of the Above,None of the Above,1872
SP,1,86,Etmadpur,Agra,ATAL BIHARI,others,1204
SP,1,86,Etmadpur,Agra,NAVEEN KUMAR,Independent,945
SP,1,86,Etmadpur,Agra,UMESH CHANDRA,Independent,607
SP,1,86,Etmadpur,Agra,PREMCHAND,Independent,541
SP,1,86,Etmadpur,Agra,LAKHAN KUMAR JATAV,Independent,430
SP,1,86,Etmadpur,Agra,SUNIL PANKAJ,others,389
SP,1,86,Etmadpur,Agra,MAHENDRA SINGH,others,381
SP,1,86,Etmadpur,Agra,VIJAY SINGH BAGHEL,others,290
SP,1,86,Etmadpur,Agra,MALKHAN SINGH JATAV,others,202
SP,1,86,Etmadpur,Agra,GAURAV,others,200
SP,1,87,Agra Cantt. (SC),Agra,DR. GIRRAJ SINGH DHARMESH,BJP+,113178
SP,1,87,Agra Cantt. (SC),Agra,GUTIYARI LAL DUWESH,BSP,66853
SP,1,87,Agra Cantt. (SC),Agra,MAMTA KAUDAN,SP,64683
SP,1,87,Agra Cantt. (SC),Agra,SUBHASH CHAND,Independent,1236
SP,1,87,Agra Cantt. (SC),Agra,None of the Above,None of the Above,1185
SP,1,87,Agra Cantt. (SC),Agra,AVDESH SINGH ( RAMU SUMAN),RLD,1145
SP,1,87,Agra Cantt. (SC),Agra,HARI KISHAN,Independent,935
SP,1,87,Agra Cantt. (SC),Agra,RAKESH KUMAR,others,868
SP,1,87,Agra Cantt. (SC),Agra,UMESH CHAND,others,763
SP,1,87,Agra Cantt. (SC),Agra,VISHAL KUMAR,Independent,719
SP,1,87,Agra Cantt. (SC),Agra,RAJVEER SINGH,Independent,440
SP,1,87,Agra Cantt. (SC),Agra,RAJKUMAR SINGH,others,267
SP,1,87,Agra Cantt. (SC),Agra,OMPRAKASH,others,222
SP,1,87,Agra Cantt. (SC),Agra,PRADEEP VERMA,Independent,198
SP,1,87,Agra Cantt. (SC),Agra,BABITA SINGH MAURYA,others,124
INC,1,88,Agra South,Agra,YOGENDRA UPADHYAYA,BJP+,111882
INC,1,88,Agra South,Agra,ZULFIQAR AHMAD BHUTTO,BSP,57657
INC,1,88,Agra South,Agra,NAZIR AHMED,INC,39434
INC,1,88,Agra South,Agra,THOMSAN MASSEY,Independent,979
INC,1,88,Agra South,Agra,PRADEEP KUMAR SRIVASTAVA,Independent,800
INC,1,88,Agra South,Agra,None of the Above,None of the Above,753
INC,1,88,Agra South,Agra,ANJALI BHARGAVA,others,559
INC,1,88,Agra South,Agra,MAHIPAL SINGH,Independent,522
INC,1,88,Agra South,Agra,ALOK KUMAR,Independent,470
INC,1,88,Agra South,Agra,CH. GOPAL SINGH DHAKED,Independent,464
INC,1,88,Agra South,Agra,HARISH CHANDRA,Independent,428
INC,1,88,Agra South,Agra,MUSTAKEEM,Independent,420
INC,1,88,Agra South,Agra,LOKENDRA SHARMA,Independent,349
INC,1,88,Agra South,Agra,RAMBRIJ YADAV,Independent,254
INC,1,88,Agra South,Agra,NASIR ABBAS,others,244
INC,1,88,Agra South,Agra,KRISHAN GOPAL UPADHYAY,others,239
INC,1,88,Agra South,Agra,IDARISH,others,232
INC,1,88,Agra South,Agra,SAROJ KUMARI,Independent,196
INC,1,88,Agra South,Agra,RENU SETHI,Independent,194
INC,1,88,Agra South,Agra,ROHIT SINGH DHAKAD,others,177
INC,1,88,Agra South,Agra,SANJAY GARG,Independent,161
INC,1,88,Agra South,Agra,PADMA AGRAWAL,others,154
INC,1,88,Agra South,Agra,SHYAM SUNDAR,others,149
INC,1,88,Agra South,Agra,ASHRAF QURESHI,Independent,145
INC,1,88,Agra South,Agra,ATUL KUMAR,others,133
INC,1,88,Agra South,Agra,LAKSHMAN PRASAD RAJORA,Independent,117
INC,1,88,Agra South,Agra,DEREK SMITH,others,113
SP,1,89,Agra North,Agra,JAGAN PRASAD GARG,BJP+,135120
SP,1,89,Agra North,Agra,ER. GYANENDRA GAUTAM,BSP,48800
SP,1,89,Agra North,Agra,ATUL GARG,SP,36739
SP,1,89,Agra North,Agra,KUNDANIKA SHARMA,Independent,3275
SP,1,89,Agra North,Agra,None of the Above,None of the Above,1266
SP,1,89,Agra North,Agra,COL. UMESH VERMA,RLD,1214
SP,1,89,Agra North,Agra,PRATAP GUJAR,Independent,1163
SP,1,89,Agra North,Agra,SATENDRA DIXIT,Independent,834
SP,1,89,Agra North,Agra,VINIT AGRAWAL,Independent,555
SP,1,89,Agra North,Agra,IRFAN KHAN,others,410
SP,1,89,Agra North,Agra,SATYA PRAKASH,Independent,270
SP,1,89,Agra North,Agra,REKHA,Independent,247
SP,1,89,Agra North,Agra,DEV KUMAR,others,238
SP,1,89,Agra North,Agra,MUKESH,others,237
SP,1,89,Agra North,Agra,TEJVEER SINGH,others,224
SP,1,89,Agra North,Agra,VIVEK KUMAR JAIN,others,177
INC,1,90,Agra Rural (SC),Agra,HEMLATA DIWAKAR,BJP+,129887
INC,1,90,Agra Rural (SC),Agra,KALICHARAN SUMAN,BSP,64591
INC,1,90,Agra Rural (SC),Agra,UPENDRA SINGH,INC,31312
INC,1,90,Agra Rural (SC),Agra,NARAYAN SINGH SUMAN,RLD,17446
INC,1,90,Agra Rural (SC),Agra,None of the Above,None of the Above,1856
INC,1,90,Agra Rural (SC),Agra,OMA SHANKAR ALIAS SUNIL DIWAKAR,others,1378
INC,1,90,Agra Rural (SC),Agra,ASHOK KUMAR,Independent,1328
INC,1,90,Agra Rural (SC),Agra,AMBEDKARI HASANU RAM AMBEDKARI,Independent,871
INC,1,90,Agra Rural (SC),Agra,RAVINDRA SINGH,Independent,769
INC,1,90,Agra Rural (SC),Agra,BHUPAL DAS,Independent,488
SP,1,91,Fatehpur sikari,Agra,CHAU. UDAYBHAN SINGH,BJP+,108586
SP,1,91,Fatehpur sikari,Agra,SURAJPAL SINGH,BSP,56249
SP,1,91,Fatehpur sikari,Agra,BRIJESH KUMAR CHAHAR,RLD,38307
SP,1,91,Fatehpur sikari,Agra,LAL SINGH,SP,21884
SP,1,91,Fatehpur sikari,Agra,None of the Above,None of the Above,1864
SP,1,91,Fatehpur sikari,Agra,YOGENDRA SINGH,Independent,958
SP,1,91,Fatehpur sikari,Agra,VANDANA SHARMA,Independent,792
SP,1,91,Fatehpur sikari,Agra,RAKESH,Independent,731
INC,1,92,Kheragarh,Agra,MAHESH KUMAR GOYAL,BJP+,93510
INC,1,92,Kheragarh,Agra,BHAGWAN SINGH KUSHWAHA,BSP,61511
INC,1,92,Kheragarh,Agra,KUSUMLATA DIXIT,INC,23088
INC,1,92,Kheragarh,Agra,RAMNATH,Independent,7680
INC,1,92,Kheragarh,Agra,RAMENDRA SINGH PARMAR,RLD,6520
INC,1,92,Kheragarh,Agra,VANGALI RAM KUSHWAH,Independent,1603
INC,1,92,Kheragarh,Agra,None of the Above,None of the Above,1223
INC,1,92,Kheragarh,Agra,RANDHIR SINGH,Independent,742
INC,1,92,Kheragarh,Agra,RAJVIR SINGH,others,682
INC,1,92,Kheragarh,Agra,ISHVA KHAN,Independent,594
INC,1,92,Kheragarh,Agra,DHARMENDRA KUMAR SHARMA,Independent,370
INC,1,92,Kheragarh,Agra,AMBEDKARI HASANURAM AMBEDKARI,Independent,336
INC,1,92,Kheragarh,Agra,JAL DEVI,Independent,331
INC,1,92,Kheragarh,Agra,VIR BAHADUR ALIAS VIR BAHADUR DHAKRAY,others,328
INC,1,92,Kheragarh,Agra,BHIMSAIN KUSHAWAHA,Independent,263
SP,1,93,Fatehabad,Agra,JITENDRA VERMA,BJP+,101960
SP,1,93,Fatehabad,Agra,RAJENDRA SINGH,SP,67596
SP,1,93,Fatehabad,Agra,UMESH SHARMA SAITHIYA,BSP,35050
SP,1,93,Fatehabad,Agra,None of the Above,None of the Above,1470
SP,1,93,Fatehabad,Agra,SHOKHEERAM,others,1358
SP,1,93,Fatehabad,Agra,RAJENDRA SINGH,Independent,905
SP,1,93,Fatehabad,Agra,RAMESH CHANDRA,others,776
SP,1,93,Fatehabad,Agra,RADHESHYAM KUSHWAH,others,678
SP,1,94,Bah,Agra,RANI PAKSHALIKA SINGH,BJP+,80567
SP,1,94,Bah,Agra,MADHUSUDAN SHARMA,BSP,57427
SP,1,94,Bah,Agra,HANSKALI ALIAS ANSHU RANI NISHAD,SP,46885
SP,1,94,Bah,Agra,None of the Above,None of the Above,2214
SP,1,94,Bah,Agra,SUDHIR DUBEY,RLD,1665
SP,1,94,Bah,Agra,RAMENDRA SINGH,Independent,1225
SP,1,94,Bah,Agra,RAMBARAN,Independent,630
SP,1,94,Bah,Agra,BRIJENDRA SINGH,Independent,513
SP,1,94,Bah,Agra,MADHURI SINGH,others,447
SP,1,94,Bah,Agra,RAMAKANT SAVITA,Independent,415
SP,1,94,Bah,Agra,PRADEEP GARG,Independent,182
SP,1,94,Bah,Agra,SUNIL KUMAR,others,177
SP,1,94,Bah,Agra,BASUDEV SHARMA,others,154
SP,1,94,Bah,Agra,SOBARAN SINGH,others,146
SP,1,94,Bah,Agra,KARAN SINGH,Independent,139
SP,1,95,Tundla (SC),Firozabad,SATYA PAL SINGH BAGHEL,BJP+,118584
SP,1,95,Tundla (SC),Firozabad,RAKESH BABU,BSP,62514
SP,1,95,Tundla (SC),Firozabad,SHIV SINGH CHAK,SP,54888
SP,1,95,Tundla (SC),Firozabad,GANGA PRASHAD PUSHKAR,RLD,2576
SP,1,95,Tundla (SC),Firozabad,None of the Above,None of the Above,1381
SP,1,95,Tundla (SC),Firozabad,SALONI,Independent,871
SP,1,95,Tundla (SC),Firozabad,JITENDRA KUMAR,others,786
SP,1,95,Tundla (SC),Firozabad,RAHUL KUMAR,Independent,671
SP,1,95,Tundla (SC),Firozabad,RAMTIRATH,Independent,549
SP,1,95,Tundla (SC),Firozabad,RAVENDRA SINGH,Independent,351
SP,1,95,Tundla (SC),Firozabad,SAPANA VERMA,others,224
SP,1,95,Tundla (SC),Firozabad,MAMTESH KUMAR,Independent,196
SP,1,96,Jasrana,Firozabad,RAMGOPAL PAPPU LODHI,BJP+,103426
SP,1,96,Jasrana,Firozabad,SHIVPRATAP SINGH,SP,83098
SP,1,96,Jasrana,Firozabad,SHIVRAJ SINGH YADAV,BSP,26274
SP,1,96,Jasrana,Firozabad,RAMVEER SINGH,others,11274
SP,1,96,Jasrana,Firozabad,None of the Above,None of the Above,1908
SP,1,96,Jasrana,Firozabad,RAVINDRA SINGH,Independent,1111
SP,1,96,Jasrana,Firozabad,JAY KUMAR,others,1039
SP,1,96,Jasrana,Firozabad,RAMDAS SAVITA,Independent,875
SP,1,96,Jasrana,Firozabad,MITHLESH URF SANDHYA RAJPOOT,Independent,477
SP,1,96,Jasrana,Firozabad,VIJENDRA SINGH,others,389
SP,1,96,Jasrana,Firozabad,MUNENDRA SINGH,others,321
SP,1,96,Jasrana,Firozabad,PRAMOD KUMAR YADAV,others,200
SP,1,97,Firozabad,Firozabad,MANISH ASIJA,BJP+,102654
SP,1,97,Firozabad,Firozabad,AZIM BHAI,SP,60927
SP,1,97,Firozabad,Firozabad,KHALID NASIR,BSP,51387
SP,1,97,Firozabad,Firozabad,AHTSHAM ALI (BABAR),others,11478
SP,1,97,Firozabad,Firozabad,AJAY KUMAR,others,1688
SP,1,97,Firozabad,Firozabad,None of the Above,None of the Above,906
SP,1,97,Firozabad,Firozabad,AMIT GARG,Independent,703
SP,1,97,Firozabad,Firozabad,RAJKISHOR TIWARI,Independent,502
SP,1,97,Firozabad,Firozabad,SHOUKIN SINGH,others,349
SP,1,97,Firozabad,Firozabad,JAHANGIR KHAN ALVI,others,336
SP,1,97,Firozabad,Firozabad,KAUSHAL KISHORE UPADHYAY,others,318
SP,1,97,Firozabad,Firozabad,MO SHAHAJAD KHAN,others,270
SP,1,97,Firozabad,Firozabad,RAMGOPAL,others,237
SP,1,97,Firozabad,Firozabad,BALVEER SINGH,others,218
SP,1,97,Firozabad,Firozabad,NITENDAR GUPTA,others,187
SP,1,97,Firozabad,Firozabad,DEEPAK SHARMA,others,118
SP,1,98,Shikohabad,Firozabad,MUKESH VERMA,BJP+,87851
SP,1,98,Shikohabad,Firozabad,SANJAY KUMAR,SP,77074
SP,1,98,Shikohabad,Firozabad,SHAILESH KUMAR,BSP,37512
SP,1,98,Shikohabad,Firozabad,RAM PRAKASH YADAV (NEHRU JI),Independent,8074
SP,1,98,Shikohabad,Firozabad,None of the Above,None of the Above,1700
SP,1,98,Shikohabad,Firozabad,ASHOK KUMAR,others,608
SP,1,98,Shikohabad,Firozabad,CHANDRA KANT,Independent,485
SP,1,98,Shikohabad,Firozabad,BHOOPENDRA,others,387
SP,1,98,Shikohabad,Firozabad,NEKPAL SINGH,Independent,377
SP,1,98,Shikohabad,Firozabad,TURSHAN PAL,others,249
SP,1,98,Shikohabad,Firozabad,DEVENDRA,others,247
SP,1,98,Shikohabad,Firozabad,AVNISH KUMAR,Independent,157
SP,1,99,Sirsaganj,Firozabad,HARIOM YADAV,SP,90281
SP,1,99,Sirsaganj,Firozabad,JAIVEER SINGH,BJP+,79605
SP,1,99,Sirsaganj,Firozabad,RAGHVENDRA SINGH,BSP,20920
SP,1,99,Sirsaganj,Firozabad,PANKAJ MISHRA,others,6176
SP,1,99,Sirsaganj,Firozabad,ASHOK YADAV,Independent,2184
SP,1,99,Sirsaganj,Firozabad,None of the Above,None of the Above,1552
SP,1,99,Sirsaganj,Firozabad,DURBEEN SINGH,others,785
SP,1,99,Sirsaganj,Firozabad,BRAJESH KUMAR,Independent,549
SP,1,99,Sirsaganj,Firozabad,SANTOSH KUMAR,Independent,529
SP,1,99,Sirsaganj,Firozabad,SANTOSH KUMAR,others,299
SP,1,99,Sirsaganj,Firozabad,ATISH KUMAR,Independent,195
SP,1,100,Kasganj,Kasganj,DEVENDRA SINGH RAJPUT,BJP+,101908
SP,1,100,Kasganj,Kasganj,HASRAT ULLAH SHERVANI,SP,49878
SP,1,100,Kasganj,Kasganj,AJAY CHATURVEDI,BSP,37818
SP,1,100,Kasganj,Kasganj,SUDHIR ALIAS PAPPU YADAV,others,22250
SP,1,100,Kasganj,Kasganj,KULDEEP KUMAR,others,2803
SP,1,100,Kasganj,Kasganj,None of the Above,None of the Above,2023
SP,1,100,Kasganj,Kasganj,PREETI MISHRA,Independent,967
SP,1,100,Kasganj,Kasganj,ANIL KUMAR,Independent,746
SP,1,100,Kasganj,Kasganj,ARCHANA DEVI,Independent,685
SP,1,100,Kasganj,Kasganj,PADAM SINGH,Independent,562
SP,1,100,Kasganj,Kasganj,NARENDRA KUMAR,Independent,480
SP,1,101,Amanpur,Kasganj,DEVENDRA PRATAP,BJP+,85199
SP,1,101,Amanpur,Kasganj,VIRENDRA SINGH SOLANKI,SP,43395
SP,1,101,Amanpur,Kasganj,DEV PRAKASH,BSP,33166
SP,1,101,Amanpur,Kasganj,RAHUL PANDAY,others,16967
SP,1,101,Amanpur,Kasganj,None of the Above,None of the Above,1242
SP,1,101,Amanpur,Kasganj,SALIKRAM,others,885
SP,1,101,Amanpur,Kasganj,DHIRENDRA SINGH,others,767
SP,1,101,Amanpur,Kasganj,MUNNALAL,Independent,763
SP,1,101,Amanpur,Kasganj,ARUN,Independent,546
SP,1,101,Amanpur,Kasganj,DUSHYANT KUMAR,others,529
SP,1,101,Amanpur,Kasganj,CHANDRASHEKHAR MISHRA,others,319
SP,1,102,Patiyali,Kasganj,MAMTESH,BJP+,72414
SP,1,102,Patiyali,Kasganj,KIRAN YADAV,SP,68643
SP,1,102,Patiyali,Kasganj,"DHEERENDRA BAHADUR SINGH CHAUHAN ""DHEERU""",BSP,44131
SP,1,102,Patiyali,Kasganj,SHYAMSUNDAR,others,10586
SP,1,102,Patiyali,Kasganj,None of the Above,None of the Above,1556
SP,1,102,Patiyali,Kasganj,SHRIKUMAR,Independent,1020
SP,1,102,Patiyali,Kasganj,ASHOK KUMAR MISHRA,Independent,975
SP,1,102,Patiyali,Kasganj,POORAN SINGH,others,921
SP,1,102,Patiyali,Kasganj,VINAY MISHRA,others,799
SP,1,102,Patiyali,Kasganj,VIPIN KUMAR,Independent,743
SP,1,102,Patiyali,Kasganj,RAHUL,Independent,389
SP,1,102,Patiyali,Kasganj,MOHAR SINGH,others,324
SP,1,102,Patiyali,Kasganj,DAVENDRA SINGH,Independent,322
SP,1,103,Aliganj,Etah,SATYAPAL SINGH RATHAUR,BJP+,88695
SP,1,103,Aliganj,Etah,RAMESHWAR SINGH YADAV,SP,74844
SP,1,103,Aliganj,Etah,AWADHPAL SINGH YADAV,BSP,46275
SP,1,103,Aliganj,Etah,None of the Above,None of the Above,1572
SP,1,103,Aliganj,Etah,HARVESH,Independent,1305
SP,1,103,Aliganj,Etah,RAM KISHORE,others,1070
SP,1,103,Aliganj,Etah,SUKHVIR,Independent,998
SP,1,103,Aliganj,Etah,MUKESH,Independent,604
SP,1,103,Aliganj,Etah,RAM BRIJESH,Independent,305
SP,1,103,Aliganj,Etah,PHOOL SINGH,Independent,265
SP,1,103,Aliganj,Etah,OMPAL SINGH YADAV,Independent,186
SP,1,103,Aliganj,Etah,RAGHVEDRA SINGH,Independent,169
SP,1,103,Aliganj,Etah,DILIP KUMAR,Independent,124
SP,1,103,Aliganj,Etah,GURUDEV SINGH,Independent,100
SP,1,103,Aliganj,Etah,KAMLESH MISHRA,Independent,82
SP,1,104,Etah,Etah,VIPIN KUMAR DAVID,BJP+,82516
SP,1,104,Etah,Etah,JUGENDRA SINGH YADAV,SP,61387
